Entry_ID,Age,Home_City_Tier,Willingness_To_Relocate,Preferred_Work_Model,Bilingual_Proficiency,Highest_Education_Level,Institution_Tier,Formal_Academic_Score_Normalized,Self_Taught_Indicator,Active_Certifications_Count,Competitive_Event_Experience,Months_Formal_Experience,Months_Gig_Or_Freelance_Experience,Number_Of_Completed_Projects,Has_Public_Portfolio,Leadership_Role_Experience,Client_Facing_Experience,Communication_Fluency_Score,Logical_Reasoning_Score,Adaptability_To_New_Tech,Crisis_Management_Score,Team_Collaboration_Score,Negotiation_Skill_Level,Basic_Software_Proficiency,Advanced_Software_Proficiency,Generative_AI_Familiarity,Social_Media_Leverage_Score,Available_Hours_Per_Week,Risk_Tolerance_Profile,Physical_Stamina_Requirement,Mapped_Target_Industry,Equivalent_Job_Role,Market_Value_LPA,Employability_Tier
6573,26,1,0,2,1,3,3,57.6,1,0,1,48,6,8,0,1,1,9,8,6,2,4,2,2,3,0,7,50,0,0,Events & PR,Corporate Event Host,6.16,1
6574,37,3,1,1,1,2,2,73.9,1,1,0,60,0,2,1,1,1,7,6,6,4,5,3,1,5,0,8,40,1,0,Fitness & Health,Gym Manager,5.77,0
6575,18,3,1,0,1,3,3,70.4,1,4,0,12,0,9,1,1,0,10,8,5,4,8,1,5,2,0,8,20,0,1,Finance & Business,Stock Trader,5.85,0
6576,39,3,1,2,1,2,3,63.0,1,1,0,0,6,5,0,0,0,7,10,7,2,4,1,3,4,1,8,60,0,0,Tech & AI,Cloud Architect,6.31,1
6577,32,3,1,1,1,2,3,72.2,0,2,0,24,6,1,1,0,1,7,9,6,10,4,2,3,4,0,3,40,1,1,Fitness & Health,Personal Trainer,4.66,0
6578,38,2,0,0,1,1,3,57.5,1,0,0,48,6,0,1,0,0,6,3,7,6,10,1,4,4,1,5,30,1,0,Media & Content,Podcast Host,5.56,0
6579,23,2,1,2,1,2,3,71.6,0,0,1,24,24,7,0,1,0,9,3,10,5,7,3,4,5,1,6,40,0,0,Design & Art,Animator,5.05,0
6580,36,3,0,0,1,2,3,77.6,0,0,0,12,6,2,0,0,1,8,6,10,4,10,2,4,2,1,6,40,0,0,Automotive & Travel,Test Driver,4.16,0
6581,35,1,1,1,1,2,3,68.3,0,0,1,48,0,9,0,0,0,6,7,5,9,10,1,1,4,0,2,30,0,0,Education & Humanities,Historian/Archivist,5.13,0
6582,23,2,1,2,1,2,3,60.9,1,3,0,36,0,1,0,0,0,9,8,6,3,4,1,2,1,0,1,60,0,1,Design & Art,UI/UX Designer,5.29,0
6583,30,3,1,2,1,3,2,69.0,1,0,0,0,0,5,0,0,1,7,5,7,9,7,1,2,1,0,4,40,0,1,Tech & AI,Data Analyst,4.77,0
6584,18,3,1,0,0,2,2,79.9,0,2,0,12,6,2,0,1,0,10,5,9,10,4,2,4,3,0,3,50,1,1,Education & Humanities,Tutor,4.13,0
6585,30,3,1,1,0,3,3,68.8,0,2,0,0,6,8,1,0,0,9,7,9,3,4,3,1,3,0,1,40,0,0,Finance & Business,Financial Analyst,5.07,0
6586,24,2,1,2,1,2,2,76.7,0,0,1,48,6,7,0,0,1,9,10,7,9,7,1,3,5,1,4,40,0,1,Events & PR,PR Executive,6.47,1
6587,32,3,1,1,1,2,3,78.2,0,1,0,12,0,5,0,1,1,3,6,6,8,5,1,5,2,1,8,30,1,0,Education & Humanities,Translator,4.61,0
6588,29,2,1,2,0,0,3,61.0,0,0,1,0,24,1,0,0,0,9,8,9,4,7,2,1,2,1,3,20,0,1,GreenTech & Science,Lab Assistant,6.19,1
6589,18,2,1,1,1,4,2,63.8,1,2,1,24,12,0,0,0,0,5,8,6,3,8,2,2,2,1,3,50,1,1,Sales & People,Retail Supervisor,5.54,0
6590,32,2,1,2,1,2,3,83.5,0,2,1,0,12,9,0,0,1,4,7,10,9,7,3,3,4,1,9,50,0,0,Automotive & Travel,Mechanic,4.13,0
6591,21,2,1,1,0,2,3,77.1,1,3,0,24,24,5,0,1,0,10,6,9,4,10,2,3,4,1,3,40,0,1,Tech & AI,Junior Developer,6.31,1
6592,30,3,0,1,1,3,3,67.3,1,0,1,48,12,7,0,0,1,7,5,5,5,4,3,5,1,0,10,60,1,0,Tech & AI,Blockchain Dev,6.07,1
6593,22,3,0,2,1,2,2,78.9,1,0,0,0,0,6,0,0,1,10,4,5,4,5,1,2,4,1,7,50,1,0,Fitness & Health,Sports Physiotherapist,3.69,0
6594,19,3,0,0,1,2,3,84.1,1,0,0,0,0,3,0,0,0,3,10,9,2,10,1,3,5,1,7,40,0,1,Sales & People,B2B Sales Exec,3.78,0
6595,18,3,1,2,1,2,3,59.4,0,2,1,24,0,1,0,0,0,5,9,10,2,9,1,5,5,1,4,40,0,0,GreenTech & Science,E-Waste Consultant,6.96,1
6596,33,2,1,2,1,2,3,65.7,1,0,0,0,0,0,0,0,0,3,10,10,2,8,2,1,2,1,2,30,0,1,Manual & Vocational,Chef,2.59,0
6597,23,1,1,2,1,2,2,64.5,0,0,1,48,24,0,1,1,1,9,8,5,8,9,1,4,3,1,8,40,1,1,Tech & AI,Blockchain Dev,8.52,1
6598,33,3,1,1,1,2,3,68.6,0,1,0,0,12,8,0,0,0,10,7,8,8,4,1,4,1,0,8,40,0,1,Design & Art,Fashion Stylist,3.5,0
6599,31,3,1,0,1,2,3,82.5,1,0,0,48,0,4,0,0,0,5,8,8,7,6,2,1,2,1,3,40,0,1,Tech & AI,Cloud Architect,8.32,1
6600,20,3,0,2,1,2,3,83.5,1,0,0,12,0,8,1,0,0,4,6,8,2,4,1,2,2,1,8,40,0,0,Design & Art,Illustrator,4.98,0
6601,32,1,1,2,1,2,3,78.5,1,3,0,0,0,1,0,1,0,6,3,6,4,10,1,4,1,1,8,40,0,0,Manual & Vocational,Tailor,3.25,0
6602,20,3,1,2,1,2,3,85.5,0,3,0,0,6,9,1,1,1,4,8,8,8,6,2,4,3,0,9,40,0,0,GreenTech & Science,Solar Technician,5.8,0
6603,19,2,1,0,1,2,3,51.5,1,0,0,24,6,3,0,0,0,4,6,9,2,4,3,2,1,1,4,20,0,0,Automotive & Travel,Travel Blogger,5.16,0
6604,18,2,1,1,0,0,3,61.3,0,1,0,0,0,9,0,0,0,8,3,9,3,10,2,3,4,1,10,40,1,1,Fitness & Health,Gym Manager,2.97,0
6605,26,2,1,1,1,1,3,69.4,1,2,0,36,24,1,1,0,0,10,3,10,9,10,1,1,1,0,7,20,0,0,GreenTech & Science,Lab Assistant,6.74,1
6606,26,2,1,2,1,4,1,79.1,0,3,1,12,0,2,1,0,0,5,7,7,6,7,1,3,4,1,1,40,1,1,Finance & Business,Business Consultant,7.58,1
6607,24,2,0,2,1,2,3,68.6,0,1,0,0,0,4,0,0,1,10,5,6,5,5,1,3,3,0,5,40,0,1,Tech & AI,Data Analyst,5.03,0
6608,20,2,0,2,1,1,3,73.0,1,0,0,0,6,9,1,1,0,3,8,4,5,4,2,3,2,0,6,40,0,0,Education & Humanities,Career Counselor,3.23,0
6609,35,3,1,0,1,2,3,61.3,0,3,0,60,0,9,0,1,0,5,7,4,7,6,2,5,4,1,9,40,0,0,Sales & People,Customer Success Manager,6.54,1
6610,28,3,1,0,0,2,3,74.5,0,1,1,24,6,1,0,0,0,4,4,10,4,6,2,5,1,1,6,40,0,0,Automotive & Travel,Travel Blogger,5.64,0
6611,24,3,1,0,1,2,1,71.7,0,3,1,36,6,4,0,1,0,7,3,8,5,8,1,1,2,1,10,60,0,0,Manual & Vocational,Carpenter,5.64,0
6612,26,3,1,0,1,2,2,50.4,1,1,0,24,0,7,1,0,0,7,10,8,8,4,3,4,2,1,1,40,0,0,Media & Content,Vlogger,6.21,1
6613,18,3,0,1,1,2,2,53.2,0,1,1,36,12,2,0,0,0,8,4,4,8,7,2,4,3,1,9,40,1,0,Design & Art,Animator,6.62,1
6614,31,2,1,1,1,2,2,73.9,1,1,0,48,12,5,1,0,0,8,9,10,3,7,2,4,2,0,6,40,0,0,Tech & AI,Cloud Architect,9.49,1
6615,37,3,1,0,1,2,3,60.8,1,0,0,48,24,8,1,1,0,3,8,10,9,4,1,5,5,0,1,40,0,1,Events & PR,PR Executive,5.33,0
6616,23,3,0,0,0,2,2,76.2,1,4,0,24,6,0,1,0,1,6,10,4,6,5,3,4,2,0,6,20,0,0,Sales & People,Retail Supervisor,6.11,1
6617,24,3,1,1,1,2,3,89.8,1,0,1,24,6,2,0,0,1,3,8,4,8,5,3,3,5,0,9,20,1,0,Automotive & Travel,Logistics Coordinator,4.71,0
6618,27,2,1,2,1,3,2,82.5,0,0,1,0,0,6,0,1,0,7,5,9,3,5,1,4,5,1,2,40,0,0,Automotive & Travel,Logistics Coordinator,4.14,0
6619,24,3,1,2,1,2,3,78.1,0,0,0,24,0,7,1,0,0,4,10,8,7,8,2,2,4,1,2,20,0,1,Sales & People,HR Recruiter,5.16,0
6620,19,2,1,0,1,1,3,94.0,1,1,0,0,0,8,1,0,0,10,4,5,7,9,1,1,1,0,9,40,1,1,Finance & Business,Financial Analyst,5.02,0
6621,21,2,0,2,1,2,3,76.2,1,0,0,24,6,2,0,1,0,10,3,5,8,6,3,5,4,0,3,40,1,0,Manual & Vocational,Plumber,3.17,0
6622,38,2,1,1,1,1,3,68.3,1,3,0,24,6,4,0,0,1,3,5,10,9,6,2,1,5,0,7,40,0,0,Manual & Vocational,Tailor,3.72,0
6623,34,2,1,2,1,3,3,65.5,1,0,1,12,0,2,0,0,1,8,6,9,7,6,1,1,5,1,2,50,0,0,GreenTech & Science,Urban Farmer,5.05,0
6624,18,1,0,1,1,1,2,74.2,0,3,0,24,24,2,1,0,1,8,8,8,4,7,3,5,4,1,8,40,1,0,Manual & Vocational,Plumber,5.1,0
6625,27,3,1,2,0,2,3,63.3,1,0,1,0,0,9,0,1,1,10,7,7,4,10,1,5,4,0,1,50,0,0,Education & Humanities,Life Coach,2.95,0
6626,36,2,1,1,0,1,3,84.4,0,3,1,36,12,9,1,1,0,3,10,8,8,7,2,3,5,1,1,30,1,0,GreenTech & Science,Research Analyst,8.01,1
6627,32,1,1,0,0,0,2,75.8,0,0,0,0,12,9,1,0,0,7,3,6,5,10,1,3,4,1,3,50,0,1,Finance & Business,Accountant,5.03,0
6628,27,1,1,2,1,2,2,84.8,0,1,1,12,0,5,1,0,0,9,9,10,6,4,1,1,3,0,4,60,1,1,Sales & People,HR Recruiter,6.1,1
6629,36,3,0,1,1,4,3,79.6,0,0,0,0,24,6,1,1,0,5,3,9,5,10,3,2,3,1,10,40,0,1,Sales & People,HR Recruiter,3.69,0
6630,29,3,0,0,1,4,2,69.2,0,1,0,0,0,5,1,0,1,7,9,6,3,9,2,3,2,0,7,30,1,0,Events & PR,Corporate Event Host,4.26,0
6631,33,2,1,1,1,2,3,77.2,1,0,0,0,24,6,0,1,1,7,6,6,3,7,1,5,1,0,7,40,0,0,Finance & Business,Stock Trader,3.85,0
6632,26,1,1,2,1,2,3,69.9,0,0,0,24,0,8,0,0,0,6,3,6,4,7,1,1,5,1,3,50,0,0,Finance & Business,Business Consultant,5.32,0
6633,32,3,1,1,1,4,3,58.4,0,0,1,12,0,7,0,0,1,4,9,9,4,6,1,3,4,0,7,50,1,0,Design & Art,Interior Decorator,4.1,0
6634,34,3,1,2,1,2,3,72.6,1,1,0,48,0,2,1,0,1,6,6,8,8,10,3,5,4,0,9,30,0,0,Design & Art,Illustrator,5.83,0
6635,31,2,1,2,1,0,3,79.8,0,0,0,0,6,5,0,1,0,3,5,5,4,4,1,4,2,1,1,30,0,0,GreenTech & Science,Urban Farmer,4.33,0
6636,35,2,0,1,0,4,1,79.1,1,0,1,0,0,8,1,0,0,9,7,5,8,7,1,4,3,0,6,40,0,1,Education & Humanities,Tutor,4.52,0
6637,19,3,0,0,1,3,3,85.3,0,0,0,0,6,2,0,0,0,4,3,9,8,6,2,4,4,0,4,40,1,0,Fitness & Health,Yoga Instructor,2.45,0
6638,21,2,0,1,1,2,3,61.0,1,0,0,12,6,1,0,1,1,7,7,10,9,5,2,5,4,0,3,40,0,1,Events & PR,Talent Manager,3.21,0
6639,35,3,1,1,1,3,2,74.0,1,2,1,0,0,2,1,0,0,9,9,6,8,7,1,4,4,0,3,60,0,0,Media & Content,Vlogger,5.46,0
6640,24,1,0,2,1,1,2,51.5,0,1,0,0,0,9,0,1,0,5,4,4,4,8,1,5,4,1,10,40,0,1,Media & Content,Social Media Strategist,4.58,0
6641,30,2,1,1,1,1,3,73.4,1,2,0,0,0,4,1,0,0,4,6,6,5,9,3,4,2,1,3,30,0,1,Manual & Vocational,Plumber,3.69,0
6642,32,3,1,2,1,0,2,74.7,1,2,0,36,0,4,1,0,1,6,7,5,8,5,3,3,4,0,6,50,1,0,Finance & Business,Financial Analyst,7.29,1
6643,39,3,1,1,1,3,2,57.0,0,1,1,48,0,4,1,1,1,8,7,10,8,10,1,2,5,1,3,40,0,1,Finance & Business,Accountant,7.09,1
6644,18,2,1,1,1,2,3,53.5,1,1,0,0,0,6,1,0,1,3,7,5,9,8,3,4,2,1,6,40,0,0,Finance & Business,Accountant,5.26,0
6645,28,3,1,0,1,3,3,74.5,1,1,0,48,12,9,0,0,1,3,8,4,8,4,2,1,2,1,7,50,0,0,GreenTech & Science,Lab Assistant,7.28,1
6646,27,3,1,1,1,2,3,61.8,0,3,0,24,0,2,1,0,0,9,8,7,10,5,3,4,1,0,9,40,0,1,Finance & Business,Startup Founder,6.45,1
6647,22,2,1,1,1,2,1,65.0,1,0,0,60,6,5,0,0,0,4,7,7,4,7,1,1,1,1,4,30,0,0,Automotive & Travel,Tour Guide,8.07,1
6648,33,3,1,2,1,2,3,67.2,0,0,1,0,0,7,0,0,1,9,6,10,8,7,1,2,5,1,7,50,0,0,Education & Humanities,Historian/Archivist,3.63,0
6649,28,2,1,1,1,2,3,64.0,0,0,1,0,0,0,1,0,0,5,3,8,8,10,1,5,1,1,7,20,0,0,Manual & Vocational,Tailor,3.15,0
6650,38,2,1,2,0,2,3,73.0,1,3,0,0,0,6,1,0,0,4,10,6,5,5,2,5,2,1,5,40,0,0,Fitness & Health,Personal Trainer,4.35,0
6651,23,2,0,1,0,3,3,78.0,1,1,1,12,6,2,1,0,1,5,10,7,2,7,1,1,2,1,4,40,1,1,Education & Humanities,Life Coach,4.67,0
6652,26,3,1,0,1,2,3,56.7,1,0,0,24,0,2,0,0,1,5,10,10,9,9,3,2,4,1,6,40,0,0,Manual & Vocational,Chef,3.19,0
6653,30,3,1,0,0,2,3,69.0,1,0,1,0,6,2,0,0,0,4,10,8,10,4,2,4,1,1,10,50,1,1,Sales & People,Retail Supervisor,3.56,0
6654,25,2,0,2,1,2,3,96.9,0,1,0,60,0,3,0,0,0,4,7,10,3,8,1,4,4,1,4,40,0,0,Media & Content,Vlogger,6.6,1
6655,31,2,1,1,0,4,3,77.3,0,1,0,24,6,6,1,1,0,7,5,4,2,6,3,3,4,0,4,40,0,0,GreenTech & Science,E-Waste Consultant,5.85,0
6656,18,3,1,2,1,0,2,78.1,0,0,0,36,0,7,1,0,0,7,4,5,4,10,2,3,1,1,6,30,0,1,Automotive & Travel,Logistics Coordinator,6.72,1
6657,34,3,1,2,1,2,3,65.6,0,4,0,12,6,2,0,0,1,6,4,6,4,7,1,2,1,1,10,40,0,1,Events & PR,Talent Manager,5.06,0
6658,22,3,0,1,1,2,3,74.8,1,3,1,24,0,0,1,1,1,5,5,8,8,8,3,4,3,1,2,20,0,1,Finance & Business,Stock Trader,6.0,1
6659,19,2,0,0,1,3,3,82.5,0,2,0,0,0,2,0,0,0,8,10,7,3,6,1,1,4,1,2,20,0,0,Manual & Vocational,Chef,2.77,0
6660,26,3,0,1,1,2,3,76.5,1,0,1,36,0,6,1,0,1,7,7,8,5,8,3,2,4,0,9,40,0,0,GreenTech & Science,Lab Assistant,5.67,0
6661,21,2,0,0,1,1,3,73.7,1,0,0,0,0,5,0,0,0,9,8,6,8,5,1,2,1,1,9,40,0,0,Finance & Business,Stock Trader,4.53,0
6662,34,3,1,2,1,2,3,66.6,0,1,1,12,0,7,0,0,1,8,6,8,8,7,1,4,3,1,7,50,1,0,Manual & Vocational,Carpenter,3.26,0
6663,34,2,0,0,1,2,3,65.8,0,0,0,48,6,7,1,0,1,3,4,10,4,7,1,1,4,1,7,40,0,0,Events & PR,PR Executive,6.42,1
6664,38,2,1,2,1,2,2,65.1,1,1,1,0,0,8,1,0,1,8,9,5,8,7,1,3,5,1,10,40,0,1,Fitness & Health,Gym Manager,4.54,0
6665,35,3,1,1,1,2,3,52.8,1,2,0,60,24,9,1,0,0,3,7,5,3,7,1,3,4,1,7,50,0,0,Manual & Vocational,Chef,5.85,0
6666,33,3,0,1,1,2,3,78.7,0,1,0,12,6,3,1,1,0,7,4,5,8,4,1,3,4,1,2,30,0,0,Sales & People,B2B Sales Exec,4.98,0
6667,25,3,0,1,1,0,2,85.8,1,0,0,0,0,3,1,0,0,3,9,10,4,4,2,1,3,0,6,30,0,0,Events & PR,Corporate Event Host,3.96,0
6668,28,3,1,2,0,4,3,63.2,0,1,0,24,12,0,1,0,1,5,10,10,10,4,3,4,1,0,3,30,1,1,Automotive & Travel,Travel Blogger,4.8,0
6669,38,2,1,2,1,2,2,64.9,1,0,0,24,6,8,1,0,1,6,6,9,5,4,3,4,5,0,5,40,0,0,Education & Humanities,Translator,5.36,0
6670,38,3,0,1,1,2,3,64.5,1,3,0,0,12,0,0,0,0,4,7,5,4,7,1,4,2,0,5,40,0,0,Manual & Vocational,Chef,2.64,0
6671,35,3,1,2,1,2,3,75.9,1,4,1,36,0,7,1,1,0,8,6,9,8,4,2,1,2,0,8,50,1,0,Automotive & Travel,Logistics Coordinator,6.3,1
6672,27,3,1,1,1,2,2,53.4,1,0,1,12,6,8,0,0,1,3,10,4,6,5,1,5,4,1,8,40,0,0,Manual & Vocational,Tailor,3.5,0
6673,30,3,0,2,1,0,2,76.9,0,2,1,0,0,7,1,0,0,7,5,6,7,8,1,5,3,1,2,30,1,0,Events & PR,Wedding Planner,4.45,0
6674,34,3,1,0,1,1,2,54.0,0,1,0,24,0,9,0,0,1,5,7,5,10,7,1,1,2,0,1,20,0,1,Events & PR,Wedding Planner,5.0,0
6675,35,3,0,2,1,2,2,72.7,0,0,0,0,0,1,0,1,1,10,3,4,4,5,3,1,5,0,6,40,0,0,Automotive & Travel,Tour Guide,3.69,0
6676,27,3,1,1,1,2,3,92.4,1,0,0,0,6,9,0,0,1,6,8,10,2,6,1,3,5,1,9,60,0,0,Tech & AI,Cybersecurity Trainee,6.52,1
6677,33,3,1,2,1,2,3,74.4,0,0,0,36,0,2,1,0,1,8,4,6,4,7,2,5,5,1,2,50,0,0,GreenTech & Science,Urban Farmer,6.21,1
6678,37,2,0,1,1,1,2,82.4,1,1,0,12,12,6,1,0,1,7,3,5,7,5,2,1,3,0,6,20,0,0,Sales & People,Retail Supervisor,5.06,0
6679,22,3,1,1,1,3,3,64.8,1,1,0,12,24,1,0,0,0,4,3,5,9,8,1,5,2,1,8,30,1,1,Design & Art,UI/UX Designer,4.3,0
6680,30,3,1,2,1,2,3,69.9,0,2,0,48,24,2,1,1,1,5,9,9,7,5,1,1,2,0,10,60,0,0,Events & PR,PR Executive,5.33,0
6681,35,3,1,1,0,0,3,75.7,1,1,0,24,24,9,0,0,0,8,6,8,8,8,3,5,1,1,5,50,1,0,Design & Art,UI/UX Designer,4.82,0
6682,34,3,0,0,1,2,3,60.3,1,1,1,0,0,5,0,1,0,6,9,5,5,7,1,5,5,0,1,50,0,0,Education & Humanities,Translator,3.22,0
6683,26,2,1,2,1,2,3,67.6,0,1,0,0,0,5,1,0,0,6,9,8,9,8,2,2,5,1,10,40,0,0,Design & Art,Fashion Stylist,4.64,0
6684,31,2,1,1,0,2,3,60.5,1,1,0,48,6,9,1,0,0,6,5,4,6,5,3,4,4,0,3,50,0,0,Automotive & Travel,Test Driver,5.74,0
6685,34,3,0,1,0,0,3,70.0,0,0,0,0,6,7,0,0,0,6,5,9,8,8,1,3,4,0,8,20,1,0,Fitness & Health,Dietician,2.46,0
6686,21,2,1,2,1,2,2,55.0,0,2,0,0,0,7,0,0,0,3,3,6,3,7,1,3,4,1,7,20,0,1,GreenTech & Science,Solar Technician,5.47,0
6687,35,3,1,1,1,2,3,58.1,0,0,1,36,0,6,0,0,1,3,5,4,6,10,3,1,3,0,8,50,1,0,Fitness & Health,Gym Manager,3.69,0
6688,37,3,0,2,0,4,3,64.8,1,1,0,0,6,3,1,0,0,8,7,10,8,8,3,1,5,0,9,30,0,0,Finance & Business,Business Consultant,5.15,0
6689,32,1,1,2,1,2,3,76.8,1,2,0,0,0,6,1,0,1,8,6,7,7,7,2,1,5,0,8,40,0,1,Sales & People,HR Recruiter,5.18,0
6690,28,1,0,0,0,2,3,79.0,0,0,0,24,0,0,0,1,1,6,9,10,4,7,1,4,4,1,3,40,0,0,Media & Content,Podcast Host,4.53,0
6691,29,3,0,1,1,2,2,79.4,0,1,1,0,0,8,0,1,1,4,7,6,3,10,3,5,4,0,4,40,0,1,Design & Art,UI/UX Designer,3.94,0
6692,26,2,0,2,1,2,3,68.7,0,2,0,12,12,9,0,0,0,7,4,8,7,9,3,5,2,1,2,40,0,0,Design & Art,UI/UX Designer,4.68,0
6693,30,3,1,2,1,2,3,66.2,1,1,0,12,6,0,0,0,1,3,10,4,3,7,1,4,1,0,8,30,0,0,Education & Humanities,Career Counselor,3.54,0
6694,32,3,0,0,1,1,3,60.6,1,0,0,12,0,3,0,0,0,4,8,4,10,9,1,2,2,0,4,30,0,0,Sales & People,Customer Success Manager,3.39,0
6695,32,1,1,0,1,2,2,75.2,0,1,1,24,24,6,1,0,1,8,3,4,7,4,1,1,4,1,3,50,0,0,Fitness & Health,Dietician,5.24,0
6696,22,1,1,2,1,4,3,58.9,1,1,1,24,6,4,0,0,0,10,9,4,7,6,1,1,3,0,5,30,0,1,Manual & Vocational,Chef,3.45,0
6697,36,3,0,1,1,2,3,85.3,1,1,1,36,0,3,0,1,1,7,5,5,3,5,1,1,2,1,5,30,1,1,Automotive & Travel,Mechanic,5.98,0
6698,37,2,1,2,1,1,1,68.4,0,0,0,36,24,2,1,1,1,5,6,5,9,10,1,2,1,1,7,40,0,0,Sales & People,Real Estate Agent,6.71,1
6699,31,3,0,2,1,2,3,56.4,0,2,0,48,0,0,1,0,0,10,10,4,3,7,1,4,3,1,5,20,0,0,Events & PR,PR Executive,7.21,1
6700,34,3,0,0,0,3,1,69.2,1,0,0,36,0,2,1,0,0,10,5,4,9,8,2,4,2,0,5,40,0,1,Events & PR,Talent Manager,6.87,1
6701,35,3,0,2,1,4,2,66.0,0,0,0,36,0,6,1,0,0,6,3,4,7,8,2,3,2,1,5,30,0,0,Events & PR,Corporate Event Host,5.58,0
6702,38,2,1,2,0,3,3,57.0,1,0,0,0,6,1,1,0,0,6,5,4,5,4,1,2,5,0,5,30,0,0,Sales & People,Customer Success Manager,3.4,0
6703,20,3,0,2,1,2,1,87.4,1,0,0,0,12,1,0,1,1,8,6,6,10,8,1,5,1,1,6,50,1,1,Events & PR,Corporate Event Host,5.79,0
6704,19,3,1,2,1,3,3,73.8,0,1,1,36,12,5,0,0,0,10,10,7,8,8,3,2,3,0,2,20,0,1,Events & PR,Corporate Event Host,5.33,0
6705,18,3,0,1,1,0,2,60.6,0,2,0,0,0,4,0,0,1,5,6,9,7,7,1,5,5,1,10,50,0,0,Fitness & Health,Sports Physiotherapist,3.98,0
6706,27,3,1,1,0,3,3,59.2,1,2,0,36,6,8,0,0,0,9,6,7,10,5,2,1,3,1,6,40,0,0,Finance & Business,Startup Founder,6.21,1
6707,36,3,1,1,1,0,2,75.3,1,3,1,0,0,0,0,1,1,5,5,6,8,10,3,2,2,1,1,40,0,0,Events & PR,Corporate Event Host,4.54,0
6708,34,2,0,2,0,2,2,80.2,1,0,0,48,6,2,1,1,0,3,5,9,8,8,1,3,3,1,1,20,0,0,GreenTech & Science,Solar Technician,6.76,1
6709,29,3,1,1,1,2,1,78.4,1,4,0,0,0,9,1,1,1,7,3,7,8,10,1,5,5,0,5,40,0,0,Fitness & Health,Gym Manager,5.82,0
6710,18,3,0,0,1,2,3,76.8,1,0,1,24,12,8,1,0,1,6,6,4,4,4,3,3,3,1,10,50,1,1,Events & PR,Corporate Event Host,5.16,0
6711,29,3,0,2,0,2,3,72.4,1,0,1,36,6,3,0,0,0,8,8,10,3,4,2,3,2,1,4,60,1,0,Media & Content,Podcast Host,6.37,1
6712,34,1,1,0,1,0,2,85.1,1,1,1,24,6,7,0,0,0,6,8,10,6,8,2,3,5,0,6,50,0,1,Tech & AI,Data Analyst,6.91,1
6713,20,1,1,2,1,2,2,79.3,0,0,0,60,12,4,1,1,1,4,4,5,6,4,1,3,5,0,9,60,0,1,Sales & People,HR Recruiter,6.94,1
6714,28,3,1,1,1,1,3,71.8,1,0,0,24,0,6,1,0,0,3,9,8,2,7,1,2,3,0,1,40,0,0,Events & PR,PR Executive,4.27,0
6715,34,2,0,2,1,2,3,73.0,1,1,1,12,0,7,1,0,1,7,9,9,6,5,2,3,1,0,10,30,1,1,Tech & AI,Junior Developer,7.3,1
6716,20,2,1,0,1,2,3,54.4,1,0,1,48,0,3,1,0,0,5,3,10,10,6,3,1,5,1,8,40,0,1,Design & Art,UI/UX Designer,7.09,1
6717,25,3,0,1,1,2,3,64.2,0,2,0,24,12,4,0,0,0,8,4,9,7,8,1,5,5,1,1,20,0,0,Sales & People,Customer Success Manager,6.0,1
6718,37,3,1,1,0,2,2,56.6,1,0,1,60,0,1,0,1,0,8,7,6,3,4,1,2,4,1,1,40,1,1,Media & Content,Vlogger,6.82,1
6719,21,2,1,2,1,3,3,71.7,0,1,1,36,0,0,1,0,1,7,10,4,2,7,2,1,5,0,2,40,0,0,Media & Content,Podcast Host,4.99,0
6720,38,3,0,1,0,2,2,51.6,0,0,0,0,0,5,1,0,0,5,4,9,7,5,1,5,2,1,6,40,0,0,Design & Art,UI/UX Designer,4.66,0
6721,39,3,1,1,1,1,2,81.9,1,0,0,24,12,6,0,1,1,5,3,7,5,5,1,2,2,0,4,40,0,0,Sales & People,Real Estate Agent,4.88,0
6722,24,3,0,1,1,4,3,94.8,1,1,0,0,6,2,0,0,1,5,10,10,3,7,2,4,4,1,4,20,0,1,Fitness & Health,Personal Trainer,3.0,0
6723,31,3,1,0,1,2,3,68.4,0,0,0,12,0,3,1,0,1,7,9,7,10,4,1,4,3,1,8,50,0,1,Manual & Vocational,Plumber,3.68,0
6724,31,2,1,0,1,1,2,64.0,0,1,0,36,24,9,0,0,0,8,10,4,8,6,3,1,1,0,6,30,0,1,Education & Humanities,Translator,5.52,0
6725,21,3,1,2,1,4,2,62.9,1,3,1,36,12,7,0,1,0,10,4,5,7,4,1,5,5,0,2,40,0,0,Design & Art,Illustrator,5.94,0
6726,33,2,1,2,1,0,3,51.3,0,0,0,36,6,9,0,0,0,5,5,4,6,5,3,1,2,1,1,40,1,1,Design & Art,UI/UX Designer,5.0,0
6727,39,2,0,2,0,2,3,76.6,1,1,0,12,6,6,1,0,0,10,5,9,6,5,2,2,5,1,1,20,1,1,Fitness & Health,Gym Manager,4.02,0
6728,18,3,1,0,0,2,3,69.6,1,0,1,36,12,5,1,0,1,4,4,7,2,8,2,3,5,1,4,20,0,1,Media & Content,Video Editor,5.54,0
6729,34,2,0,0,1,4,2,73.4,1,2,0,12,12,2,0,0,0,3,6,7,3,9,1,1,5,0,10,40,0,0,Education & Humanities,Tutor,4.03,0
6730,27,3,0,0,1,2,2,70.7,1,3,0,24,0,6,0,0,1,6,3,7,9,10,1,1,3,1,10,40,0,0,Sales & People,HR Recruiter,6.02,1
